1,1
1,16
1,18
1,23
1,29
1,46
1,53
2,1
2,8
2,15
2,16
2,23
2,30
2,31
2,44
2,69
3,1
3,12
3,15
3,16
3,21
3,31
3,44
3,45
4,1
4,15
4,21
4,23
4,24
4,30
4,47
4,69
5,1
5,13
5,18
5,20
5,21
5,27
5,28
6,1
6,14
6,15
6,16
6,17
6,18
6,20
6,27
6,46
6,52
6,69
7,1
7,14
7,15
7,17
7,20
7,24
7,43
7,46
7,69
8,1
8,20
8,21
8,22
8,24
8,46
9,1
9,13
9,14
9,16
9,17
9,20
9,24
9,27
9,46
9,69
10,1
10,13
10,15
10,16
10,19
10,21
10,24
10,46
10,52
10,69
11,1
11,16
11,20
11,21
11,24
11,35
12,1
12,13
12,17
12,20
12,21
12,25
12,27
12,66
13,1
13,13
13,16
13,17
13,18
13,20
13,21
13,42
13,44
13,52
14,1
14,15
14,21
14,23
14,24
14,30
14,46
14,47
14,48
15,1
15,13
15,14
15,15
15,20
15,21
15,24
15,69
16,1
16,12
16,50
16,69
17,1
17,21
17,23
17,44
17,46
17,50
17,69
18,1
18,10
18,15
18,16
18,21
18,23
18,44
18,50
19,1
19,17
19,20
19,23
19,44
19,46
19,50
19,69
20,1
20,12
20,16
20,21
20,22
20,44
20,45
21,1
21,21
21,22
21,24
21,45
21,46
21,69
22,1
22,21
22,22
22,23
22,46
22,69
23,1
23,12
23,16
23,22
24,1
24,12
24,16
24,21
24,44
24,45
25,1
25,13
25,17
25,18
25,20
25,21
25,35
25,67
26,1
26,13
26,15
26,17
26,18
26,20
26,21
26,27
26,57
26,66
27,1
27,15
27,16
27,21
27,23
27,30
27,45
27,69
28,1
28,15
28,21
28,44
28,45
28,46
28,49
29,1
29,14
29,15
29,16
29,17
29,18
29,20
29,35
29,43
29,44
29,64
29,70
30,1
30,14
30,19
30,20
30,21
30,27
30,46
30,70
31,1
31,13
31,17
31,18
31,21
31,30
31,45
31,46
32,1
32,12
32,24
32,69
33,1
33,12
33,24
33,69
34,1
34,12
34,24
34,43
34,69
35,1
35,13
35,15
35,16
35,17
35,20
35,29
36,1
36,16
36,34
36,58
37,1
37,16
37,18
37,21
37,44
38,1
38,16
38,18
38,20
38,44
39,1
39,13
39,14
39,15
39,16
39,17
39,18
39,19
39,20
39,21
40,1
40,69
41,1
41,15
41,21
41,23
41,24
41,30
41,46
41,47
42,1
42,15
42,21
42,22
42,23
42,24
43,1
43,18
43,21
43,22
43,23
43,30
43,48
44,1
44,15
44,20
44,23
44,24
44,46
45,1
45,13
45,16
45,17
45,19
45,20
45,21
45,24
45,43
46,1
46,17
46,18
46,24
46,29
46,35
46,64
46,69
47,1
47,16
47,17
47,20
47,21
47,22
47,27
47,43
47,69
48,1
48,8
48,21
48,30
48,44
48,69
49,1
49,12
49,21
49,30
49,45
50,1
50,15
50,16
50,19
50,20
50,24
50,56
50,69
51,1
51,18
51,20
51,24
51,27
51,30
51,46
52,1
52,12
52,15
52,23
52,45
52,46
53,1
53,18
53,20
53,23
53,44
53,46
53,69
54,1
54,21
54,23
54,44
54,46
54,47
54,69
55,1
55,15
55,16
55,17
55,19
55,20
55,24
55,27
55,57
55,69
56,1
56,21
56,23
56,29
56,44
56,46
56,70
57,1
57,16
57,18
57,20
57,44
57,52
57,57
57,64
57,69
58,1
58,18
58,20
58,24
58,43
58,44
58,46
58,69
59,1
59,17
59,20
59,24
59,27
59,57
59,69
60,1
60,21
60,44
60,45
60,52
61,1
61,12
61,21
61,28
61,44
61,45
61,69
62,1
62,12
62,15
62,29
63,1
63,12
63,16
63,21
63,22
63,44
63,45
63,46
64,1
64,17
64,18
64,20
64,23
64,27
64,46
64,69
65,1
65,12
65,15
