1902,1
2374,1
2755,1
3781,1
5780,1
1895,2
2149,2
4481,2
4934,2
5394,2
5857,2
6057,2
6253,2
6516,2
1500,2
2767,2
2979,2
2317,2
2552,2
2576,2
3639,2
3808,2
4080,2
8482,2
3171,2
6693,2
7430,2
8064,2
1939,3
2277,3
3005,3
3152,3
3343,3
3431,3
3556,3
2490,3
2703,3
4011,3
4529,3
4688,3
4755,3
4911,3
5130,3
3834,3
3642,4
2535,5
4662,5
6427,5
7777,5
8217,5
9515,5
2961,6
8464,6
1852,7
1479,8
1544,8
1935,8
2065,8
2127,8
2344,8
2491,8
2555,8
2704,8
2791,8
2916,8
3001,8
3150,8
3213,8
3342,8
3406,8
3554,8
3618,8
3766,8
3833,8
3992,8
4056,8
4664,8
4888,8
5197,8
5376,8
5614,8
5812,8
6080,8
6252,8
9142,8
9363,8
9607,8
9780,8
9956,8
10022,8
1504,9
3386,10
3832,10
4484,10
1571,11
1572,11
1573,11
1574,11
1575,11
1962,11
1963,11
1964,11
1965,11
1966,11
2175,11
2176,11
2177,11
2178,11
2179,11
2388,11
2389,11
2390,11
2391,11
2392,11
2601,11
2602,11
2603,11
2604,11
2605,11
2814,11
2815,11
2816,11
2817,11
2818,11
3027,11
3028,11
3029,11
3030,11
3031,11
3240,11
3241,11
3242,11
3243,11
3244,11
3453,11
3454,11
3455,11
3456,11
3457,11
3666,11
3667,11
3668,11
3669,11
3670,11
3879,11
3880,11
3881,11
3882,11
3883,11
4102,11
4103,11
4104,11
4105,11
4106,11
4327,11
4328,11
4329,11
4330,11
4331,11
4552,11
4553,11
4554,11
4555,11
4556,11
4777,11
4778,11
4779,11
4780,11
4781,11
5002,11
5003,11
5004,11
5005,11
5006,11
5222,11
5223,11
5224,11
5225,11
5226,11
5443,11
5444,11
5445,11
5446,11
5663,11
5664,11
5665,11
5666,11
5882,11
5883,11
5884,11
5885,11
5886,11
6102,11
6103,11
6104,11
6105,11
6106,11
6322,11
6323,11
6324,11
6325,11
6326,11
6542,11
6543,11
6544,11
6545,11
6546,11
6762,11
6763,11
6764,11
6765,11
6766,11
7222,11
7223,11
7224,11
7225,11
7226,11
7452,11
7453,11
7454,11
7455,11
7456,11
7672,11
7673,11
7674,11
7892,11
7893,11
7894,11
7895,11
7896,11
